produit,quantite,prix,region
Scanner,1,593.86,Sud
Ordinateur,6,1380.38,Centre
Ordinateur,7,476.32,Est
Ordinateur,7,913.58,Nord
Scanner,9,1377.55,Nord
Imprimante,4,778.84,Sud
Imprimante,4,815.16,Sud
Téléphone,5,851.14,Nord
Scanner,9,456.44,Centre
Téléphone,2,656.66,Est
Téléphone,4,1278.8,Sud
Téléphone,9,629.62,Centre
Téléphone,6,657.38,Sud
Ordinateur,6,218.21,Est
Téléphone,7,722.13,Sud
Imprimante,5,170.6,Centre
Téléphone,4,437.5,Centre
Ordinateur,3,1470.23,Est
Clavier,2,1362.16,Est
Clavier,7,950.9,Centre
Clavier,5,1083.59,Ouest
Scanner,1,394.52,Est
Imprimante,4,258.83,Est
Ordinateur,9,848.92,Est
Clavier,8,1352.14,Sud
Ordinateur,7,1256.9,Centre
Ordinateur,5,904.28,Ouest
Scanner,1,1477.81,Est
Clavier,5,409.62,Centre
Téléphone,8,1161.91,Est
Ordinateur,4,461.32,Centre
Clavier,5,1462.95,Centre
Ordinateur,8,433.66,Sud
Scanner,5,580.06,Nord
Scanner,4,740.78,Centre
Téléphone,4,516.45,Nord
Scanner,6,449.54,Ouest
Clavier,1,732.17,Centre
Scanner,4,1233.84,Sud
Téléphone,1,1171.88,Sud
Imprimante,6,694.28,Nord
Ordinateur,8,503.79,Sud
Ordinateur,4,240.56,Sud
Clavier,8,1311.05,Nord
Téléphone,2,1334.54,Est
Téléphone,5,146.77,Centre
Téléphone,3,1135.54,Nord
Ordinateur,7,1331.64,Nord
Scanner,9,1117.77,Nord
Ordinateur,1,542.46,Nord
Ordinateur,8,671.98,Est
Ordinateur,4,485.85,Est
Scanner,5,836.94,Ouest
Imprimante,1,1340.35,Ouest
Clavier,5,1023.5,Sud
Imprimante,9,714.56,Est
Imprimante,8,1297.48,Nord
Ordinateur,8,51.3,Est
Imprimante,6,448.03,Centre
Ordinateur,9,682.08,Est
Ordinateur,4,909.13,Ouest
Clavier,6,1493.61,Centre
Téléphone,3,977.32,Ouest
Ordinateur,2,603.23,Ouest
Imprimante,9,1101.07,Nord
Clavier,5,1477.02,Centre
Imprimante,2,936.32,Ouest
Téléphone,5,559.94,Ouest
Scanner,6,1039.13,Est
Téléphone,8,722.95,Ouest
Clavier,5,826.86,Sud
Téléphone,2,1435.27,Est
Téléphone,7,683.07,Sud
Clavier,5,504.91,Nord
Clavier,2,970.37,Ouest
Imprimante,6,874.1,Centre
Ordinateur,7,626.14,Nord
Scanner,8,488.98,Centre
Scanner,3,811.53,Sud
Scanner,4,287.02,Ouest
Téléphone,6,438.4,Centre
Clavier,3,1283.45,Sud
Clavier,6,1368.23,Centre
Clavier,9,620.29,Est
Ordinateur,5,1259.53,Sud
Clavier,2,199.63,Est
Clavier,2,363.6,Nord
Téléphone,7,915.08,Centre
Imprimante,4,1032.96,Sud
Scanner,9,415.06,Nord
Téléphone,9,1412.61,Nord
Téléphone,6,954.01,Nord
Téléphone,5,1386.12,Ouest
Scanner,7,203.5,Est
Téléphone,5,895.88,Est
Imprimante,9,545.6,Sud
Clavier,9,1306.56,Nord
Imprimante,7,69.39,Centre
Clavier,4,1162.33,Est
Clavier,1,287.9,Sud
Téléphone,4,1340.55,Sud
Téléphone,3,720.4,Sud
Scanner,1,299.65,Nord
Ordinateur,4,1235.91,Centre
Imprimante,7,779.57,Ouest
Scanner,2,139.22,Est
Scanner,7,97.45,Est
Imprimante,6,417.73,Sud
Imprimante,9,1084.76,Sud
Clavier,2,679.67,Nord
Ordinateur,6,813.13,Est
Téléphone,6,247.4,Nord
Ordinateur,6,1094.38,Nord
Ordinateur,3,573.83,Centre
Téléphone,6,535.53,Ouest
Ordinateur,9,893.7,Nord
Scanner,3,1159.95,Centre
Scanner,2,85.02,Est
Téléphone,8,121.03,Est
Téléphone,3,189.24,Est
Imprimante,5,1276.83,Est
Imprimante,5,1290.29,Ouest
Ordinateur,2,975.68,Est
Ordinateur,2,116.52,Est
Téléphone,6,1138.85,Ouest
Ordinateur,2,1308.17,Ouest
Clavier,6,1377.26,Sud
Scanner,7,1213.57,Centre
Ordinateur,4,700.35,Sud
Ordinateur,4,715.2,Sud
Imprimante,3,770.78,Centre
Clavier,1,737.09,Centre
Ordinateur,4,795.66,Sud
Scanner,3,168.2,Centre
Ordinateur,8,1231.22,Nord
Téléphone,5,54.2,Nord
Clavier,7,95.06,Sud
Ordinateur,3,88.44,Sud
Clavier,3,1355.24,Centre
Ordinateur,6,1493.38,Ouest
Scanner,4,480.98,Est
Scanner,8,232.0,Est
Clavier,3,77.45,Ouest
Imprimante,5,1357.66,Ouest
Imprimante,1,568.65,Ouest
Téléphone,1,763.8,Nord
Imprimante,8,594.09,Sud
Clavier,7,1365.28,Est
Imprimante,1,1257.16,Centre
Téléphone,6,1349.55,Ouest
Ordinateur,2,673.15,Sud
Imprimante,1,364.34,Est
Clavier,5,922.99,Est
Clavier,5,356.2,Sud
Téléphone,2,521.56,Nord
Téléphone,5,1420.4,Ouest
Scanner,7,1313.08,Centre
Scanner,4,683.88,Est
Scanner,2,515.08,Centre
Ordinateur,5,889.33,Sud
Clavier,6,1156.3,Centre
Scanner,8,331.66,Nord
Clavier,9,1365.0,Ouest
Téléphone,8,321.93,Centre
Ordinateur,7,934.65,Ouest
Téléphone,9,847.27,Sud
Clavier,9,526.96,Centre
Scanner,6,864.03,Est
Téléphone,3,1326.11,Nord
Imprimante,8,529.16,Est
Ordinateur,3,1333.61,Est
Clavier,1,140.87,Est
Scanner,4,823.95,Centre
Téléphone,9,474.76,Ouest
Ordinateur,8,1399.02,Centre
Scanner,6,118.37,Nord
Téléphone,3,77.14,Centre
Clavier,3,1223.86,Ouest
Imprimante,7,1122.46,Centre
Imprimante,5,274.89,Nord
Clavier,3,1415.99,Nord
Ordinateur,1,1317.07,Est
Clavier,9,402.26,Sud
Téléphone,5,1042.41,Sud
Ordinateur,7,671.37,Ouest
Imprimante,9,863.08,Nord
Téléphone,4,1196.99,Centre
Scanner,5,964.64,Centre
Scanner,3,186.45,Centre
Scanner,7,928.93,Centre
Imprimante,1,318.89,Sud
Clavier,8,696.38,Nord
Ordinateur,3,619.58,Nord
Imprimante,4,171.31,Ouest
Téléphone,4,193.7,Centre
Téléphone,7,1192.2,Est
Scanner,7,885.28,Nord
Ordinateur,4,1461.87,Ouest
Scanner,6,1429.54,Sud
Téléphone,8,326.42,Est
Téléphone,4,1290.5,Ouest
Clavier,1,522.81,Sud
Clavier,7,299.58,Sud
Clavier,2,705.03,Est
Scanner,3,463.52,Nord
Ordinateur,8,787.38,Centre
Clavier,2,989.35,Sud
Imprimante,2,489.72,Nord
Clavier,4,839.01,Centre
Scanner,6,957.28,Sud
Ordinateur,2,943.39,Centre
Clavier,9,1390.52,Sud
Ordinateur,2,990.46,Nord
Imprimante,9,532.25,Centre
Téléphone,7,187.08,Est
Ordinateur,3,755.85,Nord
Clavier,9,885.26,Est
Scanner,9,856.6,Centre
Scanner,6,847.72,Centre
Scanner,2,594.25,Ouest
Scanner,7,1438.72,Est
Ordinateur,4,938.79,Est
Scanner,4,372.3,Est
Téléphone,7,59.28,Nord
Imprimante,5,876.75,Nord
Ordinateur,1,1132.22,Sud
Ordinateur,3,208.76,Ouest
Scanner,7,726.11,Ouest
Scanner,9,1459.54,Est
Ordinateur,9,766.74,Nord
Scanner,7,1287.64,Ouest
Scanner,5,253.92,Centre
Scanner,4,705.41,Ouest
Scanner,9,562.43,Est
Scanner,6,90.97,Nord
Clavier,2,805.64,Nord
Clavier,3,628.17,Ouest
Clavier,7,936.92,Centre
Ordinateur,4,842.41,Est
Imprimante,7,707.53,Nord
Ordinateur,5,196.58,Centre
Clavier,1,691.9,Sud
Ordinateur,3,1458.07,Est
Imprimante,9,447.67,Sud
Scanner,4,608.2,Centre
Téléphone,5,1270.13,Sud
Clavier,2,804.06,Nord
Clavier,8,52.96,Ouest
Imprimante,1,832.24,Nord
Scanner,4,1314.42,Ouest
Scanner,6,1051.04,Ouest
Téléphone,8,1147.91,Centre
Scanner,4,105.49,Ouest
Imprimante,2,309.81,Sud
Scanner,4,898.49,Ouest
Imprimante,1,271.97,Centre
Clavier,8,1143.11,Est
Clavier,9,379.02,Nord
Clavier,3,511.13,Est
Ordinateur,8,110.4,Ouest
Clavier,9,668.07,Centre
Imprimante,8,420.8,Nord
Téléphone,2,98.1,Est
Scanner,2,244.14,Ouest
Clavier,4,618.99,Est
Ordinateur,1,546.31,Ouest
Ordinateur,3,1298.28,Centre
Imprimante,4,489.06,Nord
Téléphone,2,652.07,Ouest
Clavier,7,642.44,Sud
Clavier,3,918.46,Est
Ordinateur,7,1359.01,Centre
Imprimante,7,1028.2,Sud
Ordinateur,9,1265.66,Ouest
Ordinateur,4,321.33,Ouest
Téléphone,4,1267.21,Ouest
Imprimante,1,1065.22,Nord
Téléphone,6,477.62,Est
Imprimante,6,1348.31,Ouest
Clavier,7,1014.29,Est
Scanner,9,728.26,Est
Scanner,9,1071.43,Centre
Imprimante,5,59.77,Sud
Scanner,2,518.95,Nord
Ordinateur,1,1176.22,Centre
Clavier,2,1295.57,Centre
Clavier,2,1210.27,Sud
Scanner,1,1110.25,Sud
Imprimante,8,771.5,Nord
Ordinateur,3,324.92,Est
Imprimante,8,210.66,Ouest
Scanner,6,1389.79,Est
Clavier,1,355.65,Est
Clavier,7,405.65,Centre
Imprimante,3,1096.56,Sud
Téléphone,9,1146.01,Ouest
Imprimante,9,641.87,Ouest
Téléphone,4,158.82,Nord
Imprimante,2,752.46,Centre
Téléphone,9,1228.45,Sud
Téléphone,5,1328.85,Sud
Téléphone,8,992.81,Sud
Téléphone,9,1042.64,Centre
Ordinateur,1,84.49,Nord
Téléphone,3,359.04,Nord
Téléphone,7,1133.17,Est
Clavier,2,819.23,Ouest
Ordinateur,4,901.11,Centre
Téléphone,4,1225.06,Nord
Scanner,7,1020.74,Sud
Ordinateur,2,658.85,Ouest
Clavier,8,1462.33,Nord
Imprimante,8,400.55,Nord
Clavier,6,542.9,Ouest
Clavier,4,1018.03,Sud
Ordinateur,2,386.45,Nord
Ordinateur,3,601.73,Ouest
Scanner,3,1052.43,Sud
Scanner,3,540.22,Nord
Ordinateur,4,132.98,Ouest
Ordinateur,7,861.99,Sud
Ordinateur,9,1166.68,Centre
Imprimante,4,1127.14,Nord
Clavier,7,950.58,Ouest
Scanner,6,1159.61,Centre
Scanner,9,339.02,Est
Téléphone,8,1114.24,Est
Imprimante,2,122.4,Sud
Ordinateur,3,1123.08,Est
Ordinateur,6,123.52,Sud
Imprimante,5,1168.65,Centre
Scanner,2,1333.15,Sud
Ordinateur,2,1252.11,Sud
Téléphone,5,555.39,Centre
Scanner,5,1463.94,Centre
Clavier,1,801.7,Centre
Imprimante,3,599.89,Centre
Scanner,9,894.35,Ouest
Clavier,3,492.15,Sud
Téléphone,6,308.55,Sud
Imprimante,6,286.85,Est
Ordinateur,2,295.72,Sud
Ordinateur,7,381.03,Nord
Clavier,9,1335.36,Nord
Scanner,9,636.83,Nord
Téléphone,8,50.14,Nord
Clavier,5,490.63,Sud
Téléphone,8,1494.35,Centre
Téléphone,9,1117.49,Est
Téléphone,1,780.57,Centre
Imprimante,1,234.67,Sud
Clavier,5,710.58,Est
Imprimante,7,977.52,Nord
Scanner,9,1382.21,Sud
Scanner,9,763.38,Centre
Ordinateur,3,844.74,Est
Ordinateur,1,873.17,Sud
Ordinateur,3,1428.64,Sud
Scanner,8,541.37,Ouest
Téléphone,7,1297.8,Sud
Téléphone,5,675.45,Ouest
Clavier,9,1124.22,Sud
Scanner,4,750.51,Est
Ordinateur,6,853.71,Est
Scanner,5,527.26,Sud
Téléphone,6,651.24,Nord
Téléphone,4,811.75,Sud
Imprimante,3,926.23,Nord
Imprimante,5,586.94,Est
Clavier,5,1259.56,Nord
Scanner,2,1092.64,Sud
Imprimante,4,704.72,Est
Imprimante,3,1115.64,Sud
Scanner,7,59.68,Sud
Téléphone,5,910.65,Ouest
Clavier,6,811.86,Est
Clavier,7,796.05,Centre
Clavier,2,925.13,Nord
Imprimante,4,1213.54,Est
Téléphone,6,116.8,Ouest
Clavier,3,265.81,Nord
Scanner,6,63.92,Ouest
Clavier,1,394.77,Centre
Ordinateur,8,1467.6,Nord
Téléphone,5,591.5,Est
Ordinateur,1,886.36,Centre
Téléphone,1,1485.65,Est
Scanner,3,959.55,Est
Imprimante,6,298.08,Sud
Imprimante,2,1217.32,Nord
Téléphone,8,850.31,Centre
Clavier,7,1493.27,Est
Ordinateur,2,1144.85,Centre
Scanner,1,1492.48,Nord
Clavier,7,1341.63,Est
Imprimante,7,314.11,Est
Clavier,3,1134.7,Nord
Ordinateur,8,772.25,Nord
Imprimante,8,238.17,Est
Téléphone,5,873.35,Sud
Scanner,7,185.84,Sud
Scanner,3,1154.92,Ouest
Imprimante,6,573.8,Sud
Téléphone,3,1222.96,Sud
Ordinateur,9,1039.3,Sud
Scanner,7,1323.63,Centre
Imprimante,1,319.52,Est
Scanner,8,985.4,Ouest
Téléphone,9,1302.62,Nord
Ordinateur,2,380.34,Ouest
Téléphone,1,1185.66,Est
Clavier,4,463.03,Est
Téléphone,9,1232.49,Centre
Téléphone,6,797.51,Centre
Scanner,8,1015.92,Nord
Téléphone,7,585.97,Ouest
Imprimante,5,1247.51,Ouest
Scanner,5,228.59,Sud
Scanner,6,330.5,Ouest
Clavier,6,180.34,Nord
Imprimante,5,1426.9,Ouest
Téléphone,8,726.12,Nord
Clavier,3,742.37,Sud
Imprimante,9,487.16,Est
Clavier,5,731.07,Centre
Ordinateur,9,390.89,Est
Téléphone,5,1429.89,Nord
Clavier,3,432.01,Centre
Ordinateur,9,1391.9,Nord
Téléphone,2,757.79,Sud
Clavier,5,683.91,Centre
Clavier,3,1215.54,Est
Clavier,7,767.2,Ouest
Clavier,4,437.01,Ouest
Scanner,8,680.94,Centre
Clavier,1,687.48,Sud
Scanner,5,477.99,Nord
Scanner,8,659.57,Ouest
Ordinateur,2,224.17,Sud
Téléphone,6,1413.23,Nord
Scanner,7,977.97,Centre
Imprimante,6,330.12,Sud
Scanner,3,1194.65,Centre
Imprimante,6,436.24,Centre
Ordinateur,7,914.58,Est
Imprimante,3,1375.91,Est
Ordinateur,2,1159.65,Centre
Ordinateur,3,226.94,Sud
Ordinateur,1,841.42,Est
Imprimante,7,1076.12,Nord
Imprimante,4,342.93,Nord
Ordinateur,3,195.79,Sud
Ordinateur,6,264.63,Nord
Téléphone,3,1446.66,Centre
Ordinateur,3,1275.32,Nord
Clavier,9,1294.01,Est
Téléphone,2,407.04,Nord
Téléphone,5,859.45,Nord
Téléphone,2,756.98,Nord
Clavier,6,1259.74,Centre
Téléphone,4,661.53,Sud
Téléphone,7,829.95,Sud
Imprimante,1,892.58,Ouest
Imprimante,8,588.46,Est
Ordinateur,2,99.21,Sud
Ordinateur,4,768.09,Ouest
Scanner,7,765.24,Nord
Clavier,8,109.23,Centre
Imprimante,9,755.11,Nord
Ordinateur,5,791.16,Centre
Clavier,9,244.97,Est
Téléphone,9,258.79,Sud
Clavier,3,1407.97,Est
Imprimante,7,326.05,Sud
Scanner,8,502.57,Sud
Imprimante,1,481.63,Nord
Ordinateur,5,1003.49,Centre
Ordinateur,1,980.85,Nord
Clavier,3,1373.45,Est
Imprimante,2,634.03,Ouest
Ordinateur,2,1181.1,Centre
Téléphone,4,597.27,Est
Téléphone,5,398.06,Est
Scanner,1,1342.35,Nord
Clavier,6,751.31,Ouest
Ordinateur,5,616.24,Sud
Scanner,4,1363.16,Ouest
Téléphone,6,1412.14,Centre
Scanner,2,704.57,Ouest
Scanner,8,78.53,Sud
Ordinateur,6,97.07,Centre
Ordinateur,3,933.1,Sud
Ordinateur,4,1285.43,Est
Clavier,2,1319.1,Sud
Scanner,4,1356.66,Sud
Scanner,9,1220.9,Est
Clavier,4,1314.76,Sud
Téléphone,8,1270.38,Nord
Imprimante,3,1268.27,Nord
Téléphone,5,524.83,Ouest
Clavier,2,620.87,Sud
Scanner,9,509.73,Sud
Scanner,9,274.13,Ouest
Ordinateur,7,531.49,Nord
Ordinateur,2,1365.73,Sud
Scanner,4,1458.07,Nord
Scanner,6,268.2,Sud
Ordinateur,9,1009.93,Est
Ordinateur,6,1452.09,Nord
Téléphone,4,349.67,Est
Scanner,1,1268.06,Ouest
Scanner,7,479.9,Centre
Clavier,7,644.98,Est
Téléphone,6,1378.56,Est
Imprimante,3,134.26,Nord
Imprimante,5,700.37,Ouest
Imprimante,7,783.29,Sud
Ordinateur,6,1356.37,Nord
Imprimante,7,881.98,Centre
Clavier,5,1420.37,Sud
Ordinateur,1,510.92,Ouest
Ordinateur,5,765.8,Centre
Imprimante,2,82.94,Est
Ordinateur,2,1483.74,Centre
Téléphone,4,388.26,Nord
Téléphone,6,1396.78,Sud
Imprimante,5,630.33,Sud
Clavier,7,289.54,Est
Ordinateur,8,658.81,Ouest
Scanner,1,519.81,Sud
Imprimante,8,1430.13,Est
Ordinateur,3,1168.17,Ouest
Imprimante,2,350.78,Ouest
Imprimante,2,833.16,Ouest
Clavier,5,1021.4,Centre
Scanner,2,890.03,Sud
Ordinateur,4,1379.21,Ouest
Imprimante,3,213.83,Ouest
Imprimante,8,108.63,Sud
Ordinateur,9,937.3,Ouest
Imprimante,6,1130.71,Centre
Imprimante,4,1223.73,Est
Imprimante,2,356.14,Centre
Téléphone,8,325.67,Est
Téléphone,3,1265.93,Sud
Scanner,2,539.42,Sud
Clavier,4,1006.52,Est
Ordinateur,2,268.68,Est
Clavier,3,1211.44,Sud
Clavier,9,1443.28,Centre
Téléphone,7,1458.89,Ouest
Scanner,1,802.57,Nord
Clavier,5,396.98,Nord
Clavier,5,254.46,Centre
Imprimante,9,406.31,Sud
Ordinateur,1,951.37,Nord
Scanner,1,682.02,Est
Ordinateur,7,742.24,Nord
Téléphone,7,737.72,Sud
Clavier,8,1200.5,Est
Clavier,4,1255.45,Sud
Ordinateur,7,70.23,Centre
Téléphone,6,1381.42,Nord
Imprimante,1,613.22,Sud
Imprimante,2,399.18,Centre
Clavier,8,1494.22,Centre
Clavier,6,227.67,Sud
Scanner,7,515.52,Est
Ordinateur,8,1365.3,Ouest
Clavier,5,739.67,Ouest
Téléphone,5,1392.42,Sud
Ordinateur,2,400.2,Centre
Scanner,4,640.76,Nord
Imprimante,2,124.9,Centre
Scanner,7,708.69,Sud
Ordinateur,9,50.72,Nord
Imprimante,2,509.48,Est
Téléphone,4,1086.91,Sud
Imprimante,8,1100.01,Centre
Imprimante,9,670.29,Sud
Téléphone,4,68.79,Ouest
Clavier,8,239.95,Est
Clavier,7,401.0,Centre
Imprimante,5,73.86,Sud
Imprimante,4,364.68,Sud
Scanner,6,809.22,Ouest
Clavier,6,232.3,Ouest
Téléphone,2,1306.11,Est
Imprimante,3,136.97,Centre
Imprimante,6,1175.01,Nord
Scanner,4,697.12,Sud
Scanner,3,938.63,Sud
Scanner,4,751.02,Est
Ordinateur,6,670.88,Est
Téléphone,3,1036.49,Est
Ordinateur,1,379.33,Est
Imprimante,6,755.82,Est
Scanner,2,1220.68,Sud
Scanner,9,274.96,Centre
Scanner,6,184.46,Sud
Clavier,1,925.24,Nord
Téléphone,4,1447.19,Centre
Ordinateur,5,672.36,Ouest
Téléphone,8,1231.21,Centre
Scanner,3,731.84,Est
Imprimante,9,390.25,Sud
Clavier,9,753.35,Centre
Téléphone,5,690.74,Est
Imprimante,4,415.94,Sud
Scanner,7,562.04,Sud
Scanner,9,618.54,Ouest
Scanner,6,1295.97,Nord
Scanner,7,495.85,Centre
Clavier,1,1391.47,Sud
Clavier,4,69.57,Ouest
Téléphone,2,236.17,Est
Scanner,1,89.26,Ouest
Clavier,7,1163.13,Sud
Imprimante,4,230.6,Nord
Clavier,2,882.41,Ouest
Clavier,5,1177.93,Est
Téléphone,7,759.57,Est
Clavier,2,192.0,Ouest
Imprimante,7,1264.29,Est
Scanner,3,349.02,Centre
Ordinateur,8,186.92,Est
Téléphone,7,1162.92,Ouest
Imprimante,1,90.46,Est
Téléphone,9,945.79,Est
Scanner,6,659.55,Ouest
Clavier,4,679.88,Centre
Clavier,6,1216.43,Est
Imprimante,2,117.71,Nord
Scanner,2,1125.39,Centre
Ordinateur,8,1072.95,Nord
Ordinateur,5,1339.52,Est
Clavier,7,886.88,Nord
Scanner,1,282.14,Sud
Scanner,6,117.41,Centre
Imprimante,7,690.92,Sud
Ordinateur,7,1094.3,Ouest
Imprimante,3,111.34,Sud
Téléphone,9,409.96,Centre
Scanner,9,1167.64,Sud
Ordinateur,5,384.12,Nord
Imprimante,9,602.63,Ouest
Clavier,7,1133.02,Est
Téléphone,7,674.12,Centre
Imprimante,9,1168.45,Sud
Clavier,2,441.83,Nord
Ordinateur,5,1439.2,Sud
Ordinateur,8,186.02,Centre
Téléphone,8,1139.61,Ouest
Clavier,3,157.57,Sud
Scanner,5,1275.42,Est
Ordinateur,4,247.93,Centre
Scanner,4,900.38,Est
Scanner,2,533.67,Centre
Imprimante,6,926.86,Centre
Imprimante,1,119.34,Sud
Ordinateur,8,1327.96,Nord
Scanner,9,1085.6,Sud
Imprimante,5,551.23,Sud
Clavier,6,732.28,Centre
Clavier,1,958.0,Ouest
Clavier,6,945.82,Nord
Clavier,1,977.62,Centre
Scanner,5,274.65,Sud
Clavier,9,1200.11,Est
Scanner,5,716.6,Centre
Ordinateur,3,1210.34,Centre
Ordinateur,4,1396.33,Centre
Clavier,3,199.74,Sud
Clavier,4,566.26,Est
Clavier,6,819.9,Nord
Ordinateur,3,245.62,Est
Imprimante,5,425.77,Nord
Ordinateur,7,121.32,Sud
Clavier,1,1037.94,Centre
Imprimante,3,769.77,Nord
Imprimante,6,95.34,Centre
Téléphone,2,490.29,Centre
Scanner,8,641.79,Est
Clavier,7,546.73,Sud
Scanner,2,76.47,Centre
Téléphone,5,467.19,Sud
Scanner,4,167.67,Centre
Clavier,2,58.4,Centre
Téléphone,4,562.18,Sud
Scanner,9,610.39,Est
Ordinateur,2,1375.99,Sud
Imprimante,6,236.03,Est
Téléphone,4,1065.59,Est
Ordinateur,8,432.16,Nord
Clavier,4,771.48,Sud
Imprimante,9,674.59,Est
Téléphone,3,751.83,Centre
Imprimante,7,1155.78,Sud
Téléphone,5,76.76,Sud
Téléphone,1,527.3,Est
Scanner,3,543.42,Ouest
Imprimante,9,187.38,Nord
Imprimante,9,65.49,Est
Ordinateur,5,1092.57,Nord
Clavier,5,1329.96,Ouest
Ordinateur,4,500.89,Nord
Scanner,4,996.89,Nord
Téléphone,4,1492.96,Ouest
Scanner,2,288.15,Ouest
Scanner,7,451.16,Centre
Ordinateur,3,1236.18,Nord
Téléphone,1,54.75,Ouest
Clavier,3,909.39,Centre
Scanner,9,743.14,Ouest
Clavier,9,1095.05,Sud
Téléphone,7,817.0,Sud
Téléphone,1,798.44,Ouest
Ordinateur,6,1079.98,Est
Imprimante,1,847.47,Ouest
Ordinateur,2,1479.92,Ouest
Clavier,3,1062.07,Centre
Ordinateur,6,1219.94,Est
Téléphone,7,662.68,Est
Scanner,8,1439.14,Sud
Imprimante,9,700.24,Est
Téléphone,7,551.89,Est
Scanner,6,1412.03,Ouest
Clavier,5,596.75,Est
Clavier,2,580.13,Est
Clavier,8,856.74,Centre
Ordinateur,5,1281.7,Nord
Clavier,2,528.66,Centre
Clavier,3,1252.78,Centre
Ordinateur,7,286.31,Ouest
Scanner,8,300.25,Nord
Téléphone,5,703.85,Ouest
Imprimante,8,431.79,Sud
Clavier,6,752.34,Nord
Clavier,2,68.09,Sud
Clavier,2,451.25,Est
Ordinateur,8,1423.94,Est
Ordinateur,4,1324.94,Centre
Ordinateur,8,91.63,Est
Imprimante,9,1216.28,Sud
Téléphone,6,693.62,Sud
Clavier,9,1234.43,Nord
Scanner,6,456.14,Nord
Clavier,3,847.8,Est
Clavier,8,1479.88,Ouest
Clavier,1,523.9,Ouest
Clavier,6,1332.84,Ouest
Téléphone,3,1322.01,Ouest
Scanner,3,273.36,Ouest
Ordinateur,9,403.14,Est
Scanner,7,235.57,Sud
Clavier,2,467.64,Centre
Scanner,6,809.57,Nord
Clavier,4,1395.71,Sud
Scanner,7,625.04,Centre
Imprimante,4,1482.44,Nord
Scanner,7,628.89,Est
Ordinateur,6,904.09,Centre
Ordinateur,8,1448.91,Ouest
Scanner,7,922.3,Nord
Scanner,9,611.01,Ouest
Téléphone,4,812.02,Sud
Scanner,9,838.45,Est
Ordinateur,5,202.33,Ouest
Imprimante,9,636.74,Ouest
Ordinateur,4,813.21,Nord
Téléphone,3,1179.93,Ouest
Scanner,7,58.76,Sud
Imprimante,4,1230.14,Ouest
Ordinateur,5,441.8,Sud
Imprimante,3,1087.32,Est
Clavier,6,1169.91,Est
Ordinateur,4,1296.46,Ouest
Clavier,1,1430.2,Nord
Imprimante,2,1355.02,Est
Scanner,8,968.12,Ouest
Scanner,4,1101.9,Est
Scanner,2,1068.07,Est
Clavier,4,800.92,Est
Scanner,7,1164.46,Centre
Téléphone,2,706.8,Ouest
Ordinateur,6,1238.95,Sud
Ordinateur,1,1128.51,Ouest
Imprimante,3,760.24,Est
Clavier,9,795.5,Est
Ordinateur,5,979.63,Ouest
Clavier,8,532.97,Centre
Imprimante,1,856.28,Est
Scanner,4,1354.9,Nord
Imprimante,3,501.01,Est
Téléphone,9,1049.65,Nord
Scanner,7,107.78,Ouest
Scanner,3,235.88,Centre
Scanner,1,1333.26,Centre
Imprimante,5,1359.81,Nord
Téléphone,3,874.7,Est
Clavier,2,915.59,Est
Imprimante,3,644.05,Centre
Ordinateur,5,915.26,Nord
Ordinateur,5,1319.8,Centre
Imprimante,8,274.13,Nord
Clavier,4,775.8,Est
Ordinateur,2,1320.37,Centre
Clavier,8,152.93,Nord
Scanner,8,341.74,Nord
Imprimante,8,793.64,Ouest
Scanner,1,945.32,Nord
Ordinateur,9,1075.36,Nord
Clavier,4,318.19,Sud
Scanner,4,916.88,Centre
Ordinateur,8,547.9,Centre
Téléphone,8,508.77,Est
Scanner,6,141.18,Sud
Téléphone,4,229.8,Nord
Téléphone,3,1208.51,Nord
Ordinateur,5,712.35,Sud
Imprimante,8,1136.14,Est
Clavier,7,1235.52,Est
Ordinateur,8,1200.39,Est
Scanner,1,1472.76,Nord
Clavier,4,425.94,Est
Imprimante,9,155.53,Est
Ordinateur,6,807.85,Est
Imprimante,8,1446.81,Nord
Scanner,8,343.22,Nord
Ordinateur,5,838.65,Nord
Scanner,8,643.93,Sud
Clavier,4,954.37,Ouest
Clavier,6,682.49,Est
Imprimante,7,1483.31,Ouest
Imprimante,6,1180.0,Est
Clavier,6,1170.81,Sud
Téléphone,8,582.04,Ouest
Clavier,5,1159.57,Sud
Ordinateur,8,806.57,Nord
Scanner,9,1293.06,Sud
Clavier,4,1184.18,Nord
Clavier,3,1021.71,Ouest
Scanner,5,399.67,Nord
Scanner,5,881.9,Nord
Ordinateur,7,1344.97,Est
Scanner,3,954.76,Est
Imprimante,9,1256.11,Nord
Clavier,6,823.78,Ouest
Scanner,9,1272.19,Ouest
Ordinateur,1,896.16,Sud
Scanner,2,1284.31,Centre
Clavier,2,735.61,Nord
Téléphone,8,1016.41,Est
Scanner,4,133.16,Ouest
Imprimante,7,684.84,Ouest
Clavier,4,252.1,Ouest
Ordinateur,4,383.89,Ouest
Clavier,8,834.91,Ouest
Téléphone,4,833.97,Sud
Ordinateur,3,1209.09,Centre
Téléphone,9,738.83,Nord
Téléphone,3,1419.26,Centre
Imprimante,5,535.69,Nord
Scanner,1,715.58,Ouest
Imprimante,9,1167.08,Sud
Imprimante,6,1002.8,Est
Imprimante,5,291.87,Ouest
Ordinateur,4,802.54,Centre
Scanner,8,159.88,Nord
Scanner,2,266.52,Ouest
